"연번","미디어타입","제목","장소명","장소타입","장소설명","영업시간","브레이크타임","휴무일","주소","위도","경도","전화번호","최종작성일"
"80","show","1박2일 시즌1","구조라 해수욕장","playground","1박2일에서 방문한 거제 8경 구조라해수욕장","매일 00시 - 24시","정보없음","연중무휴","경상남도 거제시 일운면 거제대로 2056","34.808882","128.690551","055-639-3000","2022-11-18"
"81","show","1박2일 시즌1","현대찜닭","restaurant","경북 안동 특집 중 방문한 찜닭 맛집","매일 10시 - 21시","정보없음","1, 3번째 월요일 ","경상북도 안동시 번영1길 47","36.56541","128.727802","054-857-2662","2022-11-18"
"82","show","1박2일 시즌1","박달식당","restaurant","1박2일 멤버들이 방문한 순대국밥집","화-일 10시 - 21시 ","정보없음","월요일","경상북도 예천군 용궁면 읍부리 397-10","36.607731","128.273585","054-652-0522","2022-11-18"
"83","show","1박2일 시즌1","낙영찜갈비 본점","restaurant","강호동과 양준혁이 방문한 찜갈비 맛집","매일 10시 - 21시","정보없음","연중무휴","대구광역시 중구 동덕로36길 9-17","35.8712706","128.6049424","053-423-3330","2022-11-18"
"84","show","1박2일 시즌1","부산사직종합운동장사직야구장","playground","1박2일 은지원과 이승기가 방문한 사직야구장","매일 00시 - 24시","정보없음","연중무휴","부산광역시 동래구 사직로 45","35.193917","129.061529","051-505-7422","2022-11-18"
"85","show","1박2일 시즌1","부산 자갈치 시장","playground","얼음 배달을 하며 일손을 도운 자갈치 시장","매일 05시 - 22시","정보없음","1, 3번째 화요일","부산광역시 중구 자갈치해안로 52","35.096659","129.030502","051-245-2594","2022-11-18"
"86","show","1박2일 시즌1","해운대 해수욕장","playground","부산 특집을 촬영한 해수욕장","매일 00시 - 24시","정보없음","연중무휴","부산광역시 해운대구 우동","35.158647","129.160365","051-749-7601","2022-11-18"
"87","show","1박2일 시즌1","을왕리해수욕장","playground","1박2일에서 방문한 을왕리 해수욕장","매일 00시 - 24시","정보없음","연중무휴","인천광역시 중구 용유서로302번길 16-15","37.447737","126.372515","032-760-6280","2022-11-18"
"88","show","1박2일 시즌1","메타세쿼이아 가로수길","playground","1박2일 오프닝 장소였던 메타세쿼이아 길","하절기 매일 09시 - 19시, 동절기 매일 09시 - 18시","정보없음","연중무휴","전라남도 담양군 담양읍 학동리 633","35.3251724","127.009247","061-380-3149","2022-11-18"
"89","show","1박2일 시즌1","순천만습지","playground","전국일주 특집을 촬영한 자연생태공원","매일 08시 - 17시","정보없음","연중무휴","전라남도 순천시 순천만길 513-25 ","34.88597","127.509028","061-749-6052","2022-11-18"
"90","show","1박2일 시즌1","청하식당","restaurant","영암편을 촬영한 낙지 맛집","매일 10시 30분 - 18시","정보없음","연중무휴","전라남도 영암군 학산면 독천로 170-1","34.725038","126.567914","061-473-6993","2022-11-18"
"91","show","1박2일 시즌1","마라도해녀촌짜장","restaurant","제주도를 가다 편을 촬영한 짜장면 맛집","매일 09시 - 16시","정보없음","연중무휴","제주특별자치도 서귀포시 대정읍 가파리 588","33.119912","126.267075","064-794-0701","2022-11-18"
"92","show","1박2일 시즌1","토끼와거북이","restaurant","가파도여행 2편을 촬영한 한식당","매일 08시 - 22시","정보없음","연중무휴","제주특별자치도 제주시 서해안로 498-6","33.518829","126.492183","064-713-4444","2022-11-18"
"93","show","1박2일 시즌1","감초식당","restaurant","5대섬 특집편에서 방문한 순대 맛집","매일 11시 30분 - 21시 30분 ","정보없음","1, 3번째 일요일","제주특별자치도 제주시 이도1동 동광로1길 32","33.503296","126.52777","064-753-7462","2022-11-18"
"94","show","1박2일 시즌1","협재해수욕장","playground","이승기가 오토바이를 타고 방문한 협재해수욕장","매일 00시 - 24시","정보없음","연중무휴","제주특별자치도 제주시 한림읍 한림로 329-10","33.394065","126.239527","064-728-3981","2022-11-18"
"95","show","1박2일 시즌1","공산성","playground","박찬호의 야간 훈련 장소였던 공산성","매일 09시 - 18시","정보없음","명절(당일)","충청남도 공주시 웅진로 280","36.465013","127.12361","041-856-7700","2022-11-18"
"96","show","1박2일 시즌4","미인폭포","playground","딘딘, 라비, 연정훈이 추가촬영미션을 하러 간 곳","매일 00시 - 24시","정보없음","연중무휴","강원도 삼척시 도계읍 심포리 미인폭포","37.182597","129.049232","033-573-4096","2022-11-18"
"97","show","1박2일 시즌4","곰배령 (점봉산)","playground","수제 지팡이를 대여해 주는 곳","매일 입산 09시 - 11시, 정상에서 14시까지 하산","정보없음","연중무휴","강원도 인제군 기린면 진동리","38.029391","128.432586","033-463-8166","2022-11-18"
"98","show","1박2일 시즌4","오개장계곡","playground","김종민, 유세윤이 입수 벌칙 했던 장소","매일 00시 - 24시","정보없음","연중무휴","강원도 인제군 남면 어론리","37.951966","128.062699","033-461-6301","2022-11-18"
"99","show","1박2일 시즌4","재인폭포","playground","1박2일 시즌4 러블리즈 미주가 출연했던 점심 복불복 장소","하절기 매일 10시 - 17시 30분, 동절기 매일 10시 - 16시","정보없음","연중무휴","경기도 연천군 연천읍 부곡리 193 ","38.076823","127.14318","031-839-2277","2022-11-18"
"100","show","1박2일 시즌4","고산정","playground","1박2일 시즌 4 8회차 촬영지","매일 00시 - 24시","정보없음","연중무휴","경상북도 안동시 도산면 가송길 177-42 ","36.767715","128.892121","054-856-3013","2022-11-18"
"101","show","1박2일 시즌4","도산서원","playground","1박2일 시즌 4 7회 경북 안동 출현 장소","하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시","정보없음","연중무휴","경상북도 안동시 도산면 도산서원길 154","36.727008","128.843597","054-856-1073","2022-11-18"
"102","show","1박2일 시즌4","이육사문학관","playground","1박2일 시즌 4 7회차 이육사 시인 명소","화-일 09시 - 18시","정보없음","월요일","경상북도 안동시 도산면 백운로 525","36.738987","128.862998","054-852-7337","2022-11-18"
"103","show","1박2일 시즌4","노송정","playground","1박2일 시즌 4 8회차 베이스캠프","매일 00시 - 24시","정보없음","연중무휴","경상북도 안동시 도산면 온혜리 604","36.749782","128.828485","054-856-1052","2022-11-18"
"104","show","1박2일 시즌4","월영교","playground","1박2일 시즌 4 7회차 오프닝 촬영지","매일 00시 - 24시","정보없음","연중무휴","경상북도 안동시 석주로 203","36.576676","128.760825","054-858-3215","2022-11-18"
"105","show","1박2일 시즌4","대한다원보성녹차밭","cafe","1박 2일 스트레스제로 특집의 촬영지","3-10월 매일 09시-18시, 11-2월 매일 09시-17시","정보없음","연중무휴","전라남도 보성군 보성읍 녹차로 763-43","34.714824","127.080926","061-852-4540","2022-11-18"
"106","show","1박2일 시즌4","소안도","playground","1박2일 시즌 4 11회차 보물찾기 레이스","매일 00시 - 24시","정보없음","연중무휴","전라남도 완도군 소안면","34.148122","126.652089","061-550-5609","2022-11-18"
"107","show","1박2일 시즌4","미라리 해수욕장","playground","1박2일 시즌 4 12회차 소안도 기상 미션지","매일 00시 - 24시","정보없음","연중무휴","전라남도 완도군 소안면 미라리","34.144803","126.669746","051-400-4400","2022-11-18"
"108","show","1박2일 시즌4","물치기미전망대","playground","1박2일 시즌 4 12회차 소안도 촬영지","매일 00시 - 24시","정보없음","연중무휴","전라남도 완도군 소안면 소안로 1084 맹선복지회관 근처","34.148834","126.634468","061-550-6551","2022-11-18"
"109","show","1박2일 시즌4","항일운동기념관","playground","1박2일 시즌 4 11회차 소안도 레이스 촬영지","매일 00시 - 24시","정보없음","연중무휴","전라남도 완도군 소안면 소안로 263","126.652883","126.652883","061-552-0516","2022-11-18"
"110","show","1박2일 시즌4","명사십리 해수욕장","playground","1박2일 시즌 4 11회차 땅 복불복 달리기","매일 00시 - 24시 ","정보없음","연중무휴","전라남도 완도군 신지면 신리","34.327079","126.80895","061-550-6921","2022-11-18"
"111","show","1박2일 시즌4","완도타워","playground","1박2일 시즌 4 11회차 집라인 미션 장소","하절기 매일 09시 - 22시, 동절기 매일 09시 - 21시","정보없음","연중무휴","전라남도 완도군 완도읍 장보고대로 330","34.310761","126.766606","061-550-6964","2022-11-18"
"112","show","1박2일 시즌4","청해포구촬영장","playground","1박2일 시즌 4 11회차 역사 인물 퀴즈 미션지","하절기 매일 07시 30분 - 19시 30분, 동절기 매일 08시 - 17시 30분","정보없음","연중무휴","전라남도 완도군 완도읍 청해진서로 1161-8","34.3233625","126.66968","061-555-4500","2022-11-18"
"113","show","1박2일 시즌4","황가네해물짬뽕","restaurant","1박2일 시즌 4 11회차 점심 식사 게임","수-월 10시 - 20시","정보없음","화요일","전라남도 완도군 완도읍 해변공원로 39","34.317521","126.750802","061-552-9300","2022-11-18"
"114","show","1박2일 시즌4","고창읍성","playground","1박2일 시즌 4 10회 전북 고창 편 출현 장소","매일 00시 - 24시","정보없음","연중무휴","전라북도 고창군 고창읍 모양성로 1","35.430899","126.704806","063-560-8067","2022-11-18"
"115","show","1박2일 시즌4","하늘마을민박","playground","1박2일 시즌 4 10회 고창 편 베이스캠프","매일 입실 15시, 퇴실 11시","정보없음","연중무휴","전라북도 고창군 부안면 검산리 559-3","35.523237","126.636018","063-562-2288","2022-11-18"
"116","show","1박2일 시즌4","책마을해리(친친북스)","playground","1박2일 시즌 4 10회차 벌칙 장소","주말,공휴일 10시 - 17시","정보없음","평일","전라북도 고창군 해리면 월봉성산길 88","35.470063","126.483372","063-563-9173","2022-11-18"
"117","show","1박2일 시즌4","쌍화차거리","playground","1박2일 시즌 4 9회차 쌍쌍 특집 오프닝 장소","매일 00시 - 24시","정보없음","연중무휴","전라북도 정읍시 충정로 188-7","35.567051","126.857119","063-539-7725","2022-11-18"
"118","show","1박2일 시즌4","삼봉해수욕장","playground","1박2일 시즌 4 단체사진 찍은곳","매일 00시 - 24시","정보없음","연중무휴","충청남도 태안군 안면읍 창기리","36.570028","126.315392","041-670-2691","2022-11-18"
"119","show","1박2일 시즌4","안면도 소나무해변길 (태안해안국립공원)","playground","1박2일 시즌 4에서 5회 차에 나온 산책 장소","매일 00시 - 24시","정보없음","연중무휴","충청남도 태안군 안면읍(태안해안국립공원 안면도지구)","36.571024","126.315932","041-673-1066","2022-11-18"
"120","show","1박2일 시즌4","충주호유람선","restaurant","1박2일 시즌 2 담양편에 구담봉을 관람했던 곳","매일 09시 - 18시","정보없음","연중무휴","충청북도 단양군 단성면 월악로 3811-19","36.931629","128.253858","043-422-1188","2022-11-18"
"121","show","1박2일 시즌4","구담봉","playground","1박2일 시즌 4 1회 단양군의 관광 명소","매일 00시 - 24시","정보없음","연중무휴","충청북도 단양군 단성면 장회리 산32","36.941732","128.247834","043-420-3192","2022-11-18"
"122","drama","20세기 소년소녀","더백푸드트럭","restaurant","드라마의 포스터 촬영이 있던 장소다.","매일 11시 30분 - 22시","15시 - 16시 30분","연중무휴","서울특별시 용산구 신흥로20길 45-1","37.547512","126.98404","02-777-3338","2022-11-25"
"123","drama","20세기 소년소녀","회현시민아파트","stay","20세기 소녀의 포스터 촬영은 이 아파트 단지 앞에서 찍혔다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 중구 퇴계로8길 101","37.555689","126.98121","02-753-6368","2022-11-25"
"124","drama","20세기 소년소녀","인천국제공항","playground","1화에서 사진진(한예슬)이 이곳을 떠나 상하이로 떠난다.","매일 00시 - 24시","정보없음","연중무휴","인천광역시 중구 공항로 272","37.44919","126.4514","1577-2600","2022-11-25"
"125","artist","2AM","휘닉스 평창 스노우 파크","playground","우리 결혼했어요 조권, 가인의 데이트 장소","매일 09시 - 16시 (기후에 따라 운영시간 변경)","정보없음","연중무휴","강원도 평창군 봉평면 태기로 174","37.577868","128.32341","1588-2828","2022-11-18"
"126","artist","2AM","원마운트","playground","우리 결혼했어요 진운, 고준희의 데이트 장소","평일 10시 - 22시","정보없음","연중무휴","경기도 고양시 일산서구 한류월드로 300","37.664347","126.754379","1566-2232","2022-11-18"
